id,name,building_name,new_date,new_datetime,hour,load_kW,pv_kW,demand_kWh,supply_kWh,monthnew,yearnew,net_kWh,status
104695,h1,NDIR-SERT,2023-07-21,2023-07-21 12:01:05,12,30.44,13.83,16.6,0,7,2023,-16.6,D
104703,h1,NDIR-SERT,2023-07-21,2023-07-21 13:01:04,13,36.54,10.67,16.68,0,7,2023,-16.68,D
104711,h1,NDIR-SERT,2023-07-21,2023-07-21 14:01:06,14,36.62,16.86,22.63,0,7,2023,-22.63,D
104719,h1,NDIR-SERT,2023-07-21,2023-07-21 15:01:04,15,55.34,14.19,40.34,0,7,2023,-40.34,D
104727,h1,NDIR-SERT,2023-07-21,2023-07-21 16:01:07,16,53.68,9.84,41.82,0,7,2023,-41.82,D
104735,h1,NDIR-SERT,2023-07-21,2023-07-21 17:01:05,17,25.72,5.58,36.4,0,7,2023,-36.4,D
104743,h1,NDIR-SERT,2023-07-21,2023-07-21 18:01:05,18,23.75,2.64,21.44,0,7,2023,-21.44,D
104751,h1,NDIR-SERT,2023-07-21,2023-07-21 19:01:06,19,16.35,0.01,16.28,0,7,2023,-16.28,D
104759,h1,NDIR-SERT,2023-07-21,2023-07-21 20:01:03,20,10.15,0.01,11.78,0,7,2023,-11.78,D
104767,h1,NDIR-SERT,2023-07-21,2023-07-21 21:01:07,21,16.29,0.01,15,0,7,2023,-15,D
104775,h1,NDIR-SERT,2023-07-21,2023-07-21 22:01:13,22,13.95,0.01,14.41,0,7,2023,-14.41,D
104783,h1,NDIR-SERT,2023-07-21,2023-07-21 23:01:10,23,13.78,0.01,14.28,0,7,2023,-14.28,D
104791,h1,NDIR-SERT,2023-07-22,2023-07-22 01:01:06,1,13.88,0.01,14.06,0,7,2023,-14.06,D
104799,h1,NDIR-SERT,2023-07-22,2023-07-22 02:01:07,2,14.08,0.01,13.94,0,7,2023,-13.94,D
104807,h1,NDIR-SERT,2023-07-22,2023-07-22 03:01:04,3,13.39,0.01,13.75,0,7,2023,-13.75,D
104815,h1,NDIR-SERT,2023-07-22,2023-07-22 04:01:10,4,10.42,0.01,12.9,0,7,2023,-12.9,D
104823,h1,NDIR-SERT,2023-07-22,2023-07-22 06:01:18,6,10.31,0.01,10.47,0,7,2023,-10.47,D
104831,h1,NDIR-SERT,2023-07-22,2023-07-22 07:01:09,7,10.91,0.65,9.81,0,7,2023,-9.81,D
104839,h1,NDIR-SERT,2023-07-22,2023-07-22 08:01:04,8,9.43,6.67,7,0,7,2023,-7,D
104847,h1,NDIR-SERT,2023-07-22,2023-07-22 09:01:08,9,8.66,7.77,5.25,0.03,7,2023,-5.22,D
104855,h1,NDIR-SERT,2023-07-22,2023-07-22 10:01:03,10,23.17,17.24,2.34,1.16,7,2023,-1.18,D
104863,h1,NDIR-SERT,2023-07-22,2023-07-22 11:01:07,11,18.88,16.93,1.41,2.96,7,2023,1.55,S
104871,h1,NDIR-SERT,2023-07-22,2023-07-22 12:01:07,12,19.85,17.81,0.31,3.88,7,2023,3.57,S
104879,h1,NDIR-SERT,2023-07-22,2023-07-22 13:01:05,13,19.97,17.21,0.38,2.28,7,2023,1.9,S
104887,h1,NDIR-SERT,2023-07-22,2023-07-22 14:01:04,14,18.75,18,1.81,0.8,7,2023,-1.01,D
104895,h1,NDIR-SERT,2023-07-22,2023-07-22 15:01:04,15,22.56,6.9,5.06,0.67,7,2023,-4.39,D
104903,h1,NDIR-SERT,2023-07-22,2023-07-22 16:01:03,16,28.6,7.82,23.44,0,7,2023,-23.44,D
104911,h1,NDIR-SERT,2023-07-22,2023-07-22 17:01:04,17,14.26,1.77,13.03,0,7,2023,-13.03,D
104919,h1,NDIR-SERT,2023-07-22,2023-07-22 18:01:05,18,23.73,0.6,21.81,0,7,2023,-21.81,D
104927,h1,NDIR-SERT,2023-07-22,2023-07-22 19:01:04,19,12.34,0.01,13.78,0,7,2023,-13.78,D
104935,h1,NDIR-SERT,2023-07-22,2023-07-22 20:01:04,20,8.1,0.01,7.47,0,7,2023,-7.47,D
104943,h1,NDIR-SERT,2023-07-22,2023-07-22 21:01:04,21,6.58,0.01,7.32,0,7,2023,-7.32,D
104951,h1,NDIR-SERT,2023-07-22,2023-07-22 22:01:04,22,6.04,0.01,6.59,0,7,2023,-6.59,D
104959,h1,NDIR-SERT,2023-07-22,2023-07-22 23:01:04,23,7.99,0.01,6.69,0,7,2023,-6.69,D
104967,h1,NDIR-SERT,2023-07-23,2023-07-23 01:01:05,1,6.17,0.01,6.37,0,7,2023,-6.37,D
104975,h1,NDIR-SERT,2023-07-23,2023-07-23 02:01:04,2,6.33,0.01,6.19,0,7,2023,-6.19,D
104983,h1,NDIR-SERT,2023-07-23,2023-07-23 03:01:04,3,5.97,0.01,5.97,0,7,2023,-5.97,D
104991,h1,NDIR-SERT,2023-07-23,2023-07-23 04:01:04,4,6.31,0.01,6.12,0,7,2023,-6.12,D
104999,h1,NDIR-SERT,2023-07-23,2023-07-23 05:01:04,5,5.98,0.01,6.25,0,7,2023,-6.25,D
105007,h1,NDIR-SERT,2023-07-23,2023-07-23 06:01:03,6,6.51,0.01,6.1,0,7,2023,-6.1,D
105015,h1,NDIR-SERT,2023-07-23,2023-07-23 07:01:04,7,6.2,1.15,5.87,0,7,2023,-5.87,D
105023,h1,NDIR-SERT,2023-07-23,2023-07-23 08:01:04,8,18.7,5.84,7.5,0,7,2023,-7.5,D
105031,h1,NDIR-SERT,2023-07-23,2023-07-23 09:01:03,9,17.4,9.66,14,0,7,2023,-14,D
105039,h1,NDIR-SERT,2023-07-23,2023-07-23 10:01:04,10,23.59,2.45,15.63,0,7,2023,-15.63,D
105047,h1,NDIR-SERT,2023-07-23,2023-07-23 11:01:04,11,30.13,9.73,14.87,0,7,2023,-14.87,D
105055,h1,NDIR-SERT,2023-07-23,2023-07-23 12:01:04,12,27.13,19.44,15.28,0,7,2023,-15.28,D
105063,h1,NDIR-SERT,2023-07-23,2023-07-23 13:01:03,13,33.85,21.16,18.25,0,7,2023,-18.25,D
105071,h1,NDIR-SERT,2023-07-23,2023-07-23 14:01:03,14,33.59,17.36,12.81,0,7,2023,-12.81,D
105079,h1,NDIR-SERT,2023-07-23,2023-07-23 15:01:04,15,30.73,16.84,14.97,0,7,2023,-14.97,D
105087,h1,NDIR-SERT,2023-07-23,2023-07-23 16:01:04,16,28.91,10.75,16.72,0,7,2023,-16.72,D
105095,h1,NDIR-SERT,2023-07-23,2023-07-23 17:01:04,17,9.98,2.6,8.41,0,7,2023,-8.41,D
105103,h1,NDIR-SERT,2023-07-23,2023-07-23 18:01:04,18,6.31,1.3,5.25,0,7,2023,-5.25,D
105111,h1,NDIR-SERT,2023-07-23,2023-07-23 19:01:04,19,6.95,0.01,7.09,0,7,2023,-7.09,D
105119,h1,NDIR-SERT,2023-07-23,2023-07-23 20:01:04,20,6.84,0.01,7.56,0,7,2023,-7.56,D
105127,h1,NDIR-SERT,2023-07-23,2023-07-23 21:01:05,21,6.6,0.01,7.07,0,7,2023,-7.07,D
105135,h1,NDIR-SERT,2023-07-23,2023-07-23 22:01:03,22,7.57,0.01,6.68,0,7,2023,-6.68,D
105143,h1,NDIR-SERT,2023-07-23,2023-07-23 23:01:03,23,6.4,0.01,6.54,0,7,2023,-6.54,D
105151,h1,NDIR-SERT,2023-07-24,2023-07-24 01:01:04,1,5.92,0.01,6.12,0,7,2023,-6.12,D
105159,h1,NDIR-SERT,2023-07-24,2023-07-24 02:01:04,2,6.07,0.01,6.07,0,7,2023,-6.07,D
105167,h1,NDIR-SERT,2023-07-24,2023-07-24 03:01:06,3,5.74,0.01,5.93,0,7,2023,-5.93,D
105175,h1,NDIR-SERT,2023-07-24,2023-07-24 04:01:04,4,6.36,0.01,5.97,0,7,2023,-5.97,D
105183,h1,NDIR-SERT,2023-07-24,2023-07-24 05:01:04,5,5.64,0.01,6.06,0,7,2023,-6.06,D
105191,h1,NDIR-SERT,2023-07-24,2023-07-24 06:01:04,6,5.59,0.01,5.94,0,7,2023,-5.94,D
105199,h1,NDIR-SERT,2023-07-24,2023-07-24 07:01:04,7,6.75,1.52,5.5,0,7,2023,-5.5,D
105207,h1,NDIR-SERT,2023-07-24,2023-07-24 08:01:03,8,8.46,5.89,3.81,0,7,2023,-3.81,D
105215,h1,NDIR-SERT,2023-07-24,2023-07-24 09:01:04,9,25.52,10.67,14.1,0,7,2023,-14.1,D
105223,h1,NDIR-SERT,2023-07-24,2023-07-24 10:01:04,10,27.05,10.44,14.62,0,7,2023,-14.62,D
105231,h1,NDIR-SERT,2023-07-24,2023-07-24 11:01:06,11,29.66,11.34,18.72,0,7,2023,-18.72,D
105239,h1,NDIR-SERT,2023-07-24,2023-07-24 12:01:05,12,23.57,9.72,15.69,0,7,2023,-15.69,D
105247,h1,NDIR-SERT,2023-07-24,2023-07-24 13:01:04,13,24.98,10.38,15.41,0,7,2023,-15.41,D
105255,h1,NDIR-SERT,2023-07-24,2023-07-24 14:01:04,14,27.1,6.91,21.5,0,7,2023,-21.5,D
105263,h1,NDIR-SERT,2023-07-24,2023-07-24 15:01:04,15,35.44,13.4,24.37,0,7,2023,-24.37,D
105271,h1,NDIR-SERT,2023-07-24,2023-07-24 16:01:04,16,31.19,6.45,19.94,0,7,2023,-19.94,D
105279,h1,NDIR-SERT,2023-07-24,2023-07-24 17:01:08,17,16.06,2.27,20.97,0,7,2023,-20.97,D
105287,h1,NDIR-SERT,2023-07-24,2023-07-24 18:01:05,18,18.21,1.58,14.37,0,7,2023,-14.37,D
105295,h1,NDIR-SERT,2023-07-24,2023-07-24 19:01:05,19,9.67,0.01,12.6,0,7,2023,-12.6,D
105303,h1,NDIR-SERT,2023-07-24,2023-07-24 20:01:04,20,7.22,0.01,8.28,0,7,2023,-8.28,D
105311,h1,NDIR-SERT,2023-07-24,2023-07-24 21:01:04,21,8.69,0.01,7.47,0,7,2023,-7.47,D
105319,h1,NDIR-SERT,2023-07-24,2023-07-24 22:01:04,22,4.93,0.01,6.65,0,7,2023,-6.65,D
105327,h1,NDIR-SERT,2023-07-24,2023-07-24 23:01:05,23,6.37,0.01,6.28,0,7,2023,-6.28,D
105335,h1,NDIR-SERT,2023-07-25,2023-07-25 01:01:06,1,5.58,0.01,6.19,0,7,2023,-6.19,D
105343,h1,NDIR-SERT,2023-07-25,2023-07-25 02:01:03,2,5.88,0.01,5.94,0,7,2023,-5.94,D
105351,h1,NDIR-SERT,2023-07-25,2023-07-25 03:01:05,3,5.48,0.01,6.03,0,7,2023,-6.03,D
105359,h1,NDIR-SERT,2023-07-25,2023-07-25 04:01:04,4,6.23,0.01,5.87,0,7,2023,-5.87,D
105367,h1,NDIR-SERT,2023-07-25,2023-07-25 05:01:04,5,5.85,0.01,6.13,0,7,2023,-6.13,D
105375,h1,NDIR-SERT,2023-07-25,2023-07-25 06:01:05,6,6.01,0.01,5.97,0,7,2023,-5.97,D
105383,h1,NDIR-SERT,2023-07-25,2023-07-25 07:01:03,7,6.4,1.15,5.15,0,7,2023,-5.15,D
105391,h1,NDIR-SERT,2023-07-25,2023-07-25 08:01:04,8,8.46,4,4,0,7,2023,-4,D
105399,h1,NDIR-SERT,2023-07-25,2023-07-25 09:01:05,9,33.81,10.04,13.97,0,7,2023,-13.97,D
105407,h1,NDIR-SERT,2023-07-25,2023-07-25 10:01:05,10,34.83,15.54,21.94,0,7,2023,-21.94,D
105415,h1,NDIR-SERT,2023-07-25,2023-07-25 11:01:05,11,37.27,18.37,18.91,0,7,2023,-18.91,D
105423,h1,NDIR-SERT,2023-07-25,2023-07-25 12:01:06,12,33.03,18.23,18.59,0,7,2023,-18.59,D
105431,h1,NDIR-SERT,2023-07-25,2023-07-25 13:01:06,13,32.45,21.85,20.87,0,7,2023,-20.87,D
105439,h1,NDIR-SERT,2023-07-25,2023-07-25 14:01:05,14,39.43,12.87,24.04,0,7,2023,-24.04,D
105447,h1,NDIR-SERT,2023-07-25,2023-07-25 15:01:05,15,29.02,1.54,31.78,0,7,2023,-31.78,D
105455,h1,NDIR-SERT,2023-07-25,2023-07-25 16:01:05,16,29.04,2.2,30.43,0,7,2023,-30.43,D
105463,h1,NDIR-SERT,2023-07-25,2023-07-25 17:01:05,17,17.42,2.54,21.19,0,7,2023,-21.19,D
105471,h1,NDIR-SERT,2023-07-25,2023-07-25 18:01:06,18,6.41,1.04,9.66,0,7,2023,-9.66,D
105479,h1,NDIR-SERT,2023-07-25,2023-07-25 19:01:05,19,6.3,0.01,6.5,0,7,2023,-6.5,D
105487,h1,NDIR-SERT,2023-07-25,2023-07-25 20:01:05,20,6.08,0.01,6.34,0,7,2023,-6.34,D
105495,h1,NDIR-SERT,2023-07-25,2023-07-25 21:01:04,21,7.58,0.01,6.13,0,7,2023,-6.13,D
105503,h1,NDIR-SERT,2023-07-25,2023-07-25 22:01:06,22,3.83,0.01,5.68,0,7,2023,-5.68,D
105511,h1,NDIR-SERT,2023-07-25,2023-07-25 23:01:05,23,6.23,0.01,5.91,0,7,2023,-5.91,D
105519,h1,NDIR-SERT,2023-07-26,2023-07-26 01:01:04,1,5.56,0.01,5.6,0,7,2023,-5.6,D
105527,h1,NDIR-SERT,2023-07-26,2023-07-26 02:01:05,2,6.04,0.01,5.75,0,7,2023,-5.75,D
105535,h1,NDIR-SERT,2023-07-26,2023-07-26 03:01:04,3,5.35,0.01,5.62,0,7,2023,-5.62,D
105543,h1,NDIR-SERT,2023-07-26,2023-07-26 04:01:05,4,5.43,0.01,5.69,0,7,2023,-5.69,D
105551,h1,NDIR-SERT,2023-07-26,2023-07-26 05:01:05,5,5.99,0.01,5.75,0,7,2023,-5.75,D
105559,h1,NDIR-SERT,2023-07-26,2023-07-26 06:01:04,6,5.66,0.01,5.62,0,7,2023,-5.62,D
105567,h1,NDIR-SERT,2023-07-26,2023-07-26 07:01:09,7,6.33,2.93,5.1,0,7,2023,-5.1,D
105575,h1,NDIR-SERT,2023-07-26,2023-07-26 08:01:07,8,6.23,5.62,1.72,0,7,2023,-1.72,D
105583,h1,NDIR-SERT,2023-07-26,2023-07-26 09:01:09,9,30.47,9.17,12.03,0,7,2023,-12.03,D
105591,h1,NDIR-SERT,2023-07-26,2023-07-26 10:01:09,10,33.11,16.43,19,0,7,2023,-19,D
105599,h1,NDIR-SERT,2023-07-26,2023-07-26 11:01:10,11,27.29,9.9,19.34,0,7,2023,-19.34,D
105607,h1,NDIR-SERT,2023-07-26,2023-07-26 12:01:12,12,34.9,18.22,17.59,0,7,2023,-17.59,D
105615,h1,NDIR-SERT,2023-07-26,2023-07-26 13:01:10,13,40.71,18.7,19.38,0,7,2023,-19.38,D
105623,h1,NDIR-SERT,2023-07-26,2023-07-26 14:01:07,14,45.89,16.17,26.53,0,7,2023,-26.53,D
105631,h1,NDIR-SERT,2023-07-26,2023-07-26 15:01:14,15,43,13.83,28.69,0,7,2023,-28.69,D
105639,h1,NDIR-SERT,2023-07-26,2023-07-26 16:01:07,16,49.38,10.27,33.47,0,7,2023,-33.47,D
105647,h1,NDIR-SERT,2023-07-26,2023-07-26 17:01:06,17,37.65,1.35,38.03,0,7,2023,-38.03,D
105655,h1,NDIR-SERT,2023-07-26,2023-07-26 18:01:07,18,29.52,0.39,26.03,0,7,2023,-26.03,D
105663,h1,NDIR-SERT,2023-07-26,2023-07-26 19:01:07,19,18.46,0.01,21.81,0,7,2023,-21.81,D
105671,h1,NDIR-SERT,2023-07-26,2023-07-26 20:01:05,20,16.2,0.01,17.53,0,7,2023,-17.53,D
105679,h1,NDIR-SERT,2023-07-26,2023-07-26 21:01:06,21,16.68,0.01,16.63,0,7,2023,-16.63,D
105687,h1,NDIR-SERT,2023-07-26,2023-07-26 22:01:06,22,12.3,0.01,14.9,0,7,2023,-14.9,D
105695,h1,NDIR-SERT,2023-07-26,2023-07-26 23:01:07,23,12.94,0.01,14.04,0,7,2023,-14.04,D
105703,h1,NDIR-SERT,2023-07-27,2023-07-27 01:01:07,1,9.58,0.01,12.31,0,7,2023,-12.31,D
105711,h1,NDIR-SERT,2023-07-27,2023-07-27 02:01:07,2,11.44,0.01,11.19,0,7,2023,-11.19,D
105719,h1,NDIR-SERT,2023-07-27,2023-07-27 03:01:08,3,11.02,0.01,11.31,0,7,2023,-11.31,D
105727,h1,NDIR-SERT,2023-07-27,2023-07-27 04:01:06,4,10.87,0.01,10.62,0,7,2023,-10.62,D
105735,h1,NDIR-SERT,2023-07-27,2023-07-27 05:01:09,5,10.03,0.01,10.88,0,7,2023,-10.88,D
105743,h1,NDIR-SERT,2023-07-27,2023-07-27 06:01:08,6,10.93,0.01,10.84,0,7,2023,-10.84,D
105751,h1,NDIR-SERT,2023-07-27,2023-07-27 07:01:10,7,9.9,2.11,10.16,0,7,2023,-10.16,D
105759,h1,NDIR-SERT,2023-07-27,2023-07-27 08:01:07,8,11.85,3.15,8.28,0,7,2023,-8.28,D
105767,h1,NDIR-SERT,2023-07-27,2023-07-27 09:01:10,9,35.81,7.21,16.03,0,7,2023,-16.03,D
105775,h1,NDIR-SERT,2023-07-27,2023-07-27 10:01:07,10,30.34,8.87,21.47,0,7,2023,-21.47,D
105783,h1,NDIR-SERT,2023-07-27,2023-07-27 11:01:06,11,37.66,17.09,17.72,0,7,2023,-17.72,D
105791,h1,NDIR-SERT,2023-07-27,2023-07-27 12:01:07,12,30.61,14.56,17.47,0,7,2023,-17.47,D
105799,h1,NDIR-SERT,2023-07-27,2023-07-27 13:01:06,13,31.91,15.53,13.03,0,7,2023,-13.03,D
105807,h1,NDIR-SERT,2023-07-27,2023-07-27 14:01:06,14,40.02,16.6,20,0,7,2023,-20,D
105815,h1,NDIR-SERT,2023-07-27,2023-07-27 15:01:08,15,34.88,11.84,24.59,0,7,2023,-24.59,D
105823,h1,NDIR-SERT,2023-07-27,2023-07-27 16:01:07,16,36.82,9.17,23.5,0,7,2023,-23.5,D
105831,h1,NDIR-SERT,2023-07-27,2023-07-27 17:01:07,17,27.85,3.52,26.88,0,7,2023,-26.88,D
105839,h1,NDIR-SERT,2023-07-27,2023-07-27 18:01:06,18,14.5,1.35,14.75,0,7,2023,-14.75,D
105847,h1,NDIR-SERT,2023-07-27,2023-07-27 19:01:08,19,12.68,0.01,13.06,0,7,2023,-13.06,D
105855,h1,NDIR-SERT,2023-07-27,2023-07-27 20:01:06,20,11.15,0.01,12.72,0,7,2023,-12.72,D
105863,h1,NDIR-SERT,2023-07-27,2023-07-27 21:01:07,21,10.23,0.01,10.19,0,7,2023,-10.19,D
105871,h1,NDIR-SERT,2023-07-27,2023-07-27 22:01:07,22,10.33,0.01,9.93,0,7,2023,-9.93,D
105879,h1,NDIR-SERT,2023-07-27,2023-07-27 23:01:07,23,7.69,0.01,7.85,0,7,2023,-7.85,D
105887,h1,NDIR-SERT,2023-07-28,2023-07-28 01:01:07,1,5.65,0.01,6.31,0,7,2023,-6.31,D
105895,h1,NDIR-SERT,2023-07-28,2023-07-28 02:01:07,2,6.23,0.01,5.91,0,7,2023,-5.91,D
105903,h1,NDIR-SERT,2023-07-28,2023-07-28 03:01:07,3,5.41,0.01,5.84,0,7,2023,-5.84,D
105911,h1,NDIR-SERT,2023-07-28,2023-07-28 04:01:07,4,5.81,0.01,5.69,0,7,2023,-5.69,D
105919,h1,NDIR-SERT,2023-07-28,2023-07-28 05:01:07,5,5.91,0.01,5.97,0,7,2023,-5.97,D
105927,h1,NDIR-SERT,2023-07-28,2023-07-28 06:01:07,6,5.41,0.01,6.15,0,7,2023,-6.15,D
105935,h1,NDIR-SERT,2023-07-28,2023-07-28 07:01:07,7,7.55,1.45,5.16,0,7,2023,-5.16,D
105943,h1,NDIR-SERT,2023-07-28,2023-07-28 08:01:06,8,5.12,3.97,3.15,0,7,2023,-3.15,D
105951,h1,NDIR-SERT,2023-07-28,2023-07-28 09:01:06,9,22.83,7.31,7.44,0,7,2023,-7.44,D
105959,h1,NDIR-SERT,2023-07-28,2023-07-28 10:01:06,10,34.31,9.72,17.16,0,7,2023,-17.16,D
105967,h1,NDIR-SERT,2023-07-28,2023-07-28 11:01:05,11,23.15,15.83,15.53,0,7,2023,-15.53,D
105975,h1,NDIR-SERT,2023-07-28,2023-07-28 12:01:06,12,20.19,17.17,4.19,0,7,2023,-4.19,D
105983,h1,NDIR-SERT,2023-07-28,2023-07-28 13:01:07,13,22.28,17.76,6.93,0,7,2023,-6.93,D
105991,h1,NDIR-SERT,2023-07-28,2023-07-28 14:01:06,14,21.26,15.74,8.91,0,7,2023,-8.91,D
105999,h1,NDIR-SERT,2023-07-28,2023-07-28 15:01:08,15,14.57,13.56,5.69,0,7,2023,-5.69,D
106007,h1,NDIR-SERT,2023-07-28,2023-07-28 16:01:08,16,10.46,5.7,3.62,0.02,7,2023,-3.6,D
106015,h1,NDIR-SERT,2023-07-28,2023-07-28 17:01:08,17,12.28,2.8,6.66,0,7,2023,-6.66,D
106023,h1,NDIR-SERT,2023-07-28,2023-07-28 18:01:07,18,7.18,1.32,7.56,0,7,2023,-7.56,D
106031,h1,NDIR-SERT,2023-07-28,2023-07-28 19:01:06,19,7.56,0.01,8.1,0,7,2023,-8.1,D
106039,h1,NDIR-SERT,2023-07-28,2023-07-28 20:01:07,20,8.71,0.01,7.87,0,7,2023,-7.87,D
106047,h1,NDIR-SERT,2023-07-28,2023-07-28 21:01:10,21,6.31,0.01,7.38,0,7,2023,-7.38,D
106055,h1,NDIR-SERT,2023-07-28,2023-07-28 22:01:07,22,8.4,0.01,6.65,0,7,2023,-6.65,D
106063,h1,NDIR-SERT,2023-07-28,2023-07-28 23:01:06,23,7.62,0.01,6.63,0,7,2023,-6.63,D
106071,h1,NDIR-SERT,2023-07-29,2023-07-29 01:01:09,1,6.09,0.01,6.22,0,7,2023,-6.22,D
106079,h1,NDIR-SERT,2023-07-29,2023-07-29 02:01:07,2,5.74,0.01,6.22,0,7,2023,-6.22,D
106087,h1,NDIR-SERT,2023-07-29,2023-07-29 03:01:09,3,6.45,0.01,6.03,0,7,2023,-6.03,D
106095,h1,NDIR-SERT,2023-07-29,2023-07-29 04:01:07,4,5.65,0.01,6.1,0,7,2023,-6.1,D
106103,h1,NDIR-SERT,2023-07-29,2023-07-29 05:01:06,5,6.35,0.01,6.12,0,7,2023,-6.12,D
106111,h1,NDIR-SERT,2023-07-29,2023-07-29 06:01:06,6,6.08,0.01,7.13,0,7,2023,-7.13,D
106119,h1,NDIR-SERT,2023-07-29,2023-07-29 07:01:07,7,5.79,0.59,5.81,0,7,2023,-5.81,D
106127,h1,NDIR-SERT,2023-07-29,2023-07-29 08:01:06,8,6.41,4.13,3.72,0,7,2023,-3.72,D
106135,h1,NDIR-SERT,2023-07-29,2023-07-29 09:01:07,9,7.27,2.44,1.31,0.13,7,2023,-1.18,D
106143,h1,NDIR-SERT,2023-07-29,2023-07-29 10:01:06,10,7.56,6.95,1.31,0.52,7,2023,-0.79,D
106151,h1,NDIR-SERT,2023-07-29,2023-07-29 11:01:07,11,11.95,10.09,0.07,1.82,7,2023,1.75,S
106159,h1,NDIR-SERT,2023-07-29,2023-07-29 12:01:07,12,19.43,13.76,0,5.18,7,2023,5.18,S
106167,h1,NDIR-SERT,2023-07-29,2023-07-29 13:01:07,13,7.81,7.22,0,7.03,7,2023,7.03,S
106175,h1,NDIR-SERT,2023-07-29,2023-07-29 14:01:05,14,12.87,10.95,1.06,0.74,7,2023,-0.32,D
106183,h1,NDIR-SERT,2023-07-29,2023-07-29 15:01:07,15,25.5,17.03,0,2.76,7,2023,2.76,S
106191,h1,NDIR-SERT,2023-07-29,2023-07-29 16:01:06,16,7.89,3.44,1.31,1.92,7,2023,0.61,S
106199,h1,NDIR-SERT,2023-07-29,2023-07-29 17:01:06,17,5.27,1.06,4.66,0.02,7,2023,-4.64,D
106207,h1,NDIR-SERT,2023-07-29,2023-07-29 18:01:07,18,6.65,0.24,6.09,0,7,2023,-6.09,D
106215,h1,NDIR-SERT,2023-07-29,2023-07-29 19:01:06,19,8.17,0.01,7,0,7,2023,-7,D
106223,h1,NDIR-SERT,2023-07-29,2023-07-29 20:01:06,20,6.11,0.01,7,0,7,2023,-7,D
106231,h1,NDIR-SERT,2023-07-29,2023-07-29 21:01:06,21,6.54,0.01,6.91,0,7,2023,-6.91,D
106239,h1,NDIR-SERT,2023-07-29,2023-07-29 22:01:07,22,7.5,0.01,6.31,0,7,2023,-6.31,D
106247,h1,NDIR-SERT,2023-07-29,2023-07-29 23:01:06,23,6.11,0.01,6.62,0,7,2023,-6.62,D
106255,h1,NDIR-SERT,2023-07-30,2023-07-30 01:01:08,1,5.79,0.01,6.32,0,7,2023,-6.32,D
106263,h1,NDIR-SERT,2023-07-30,2023-07-30 02:01:05,2,6.2,0.01,6.12,0,7,2023,-6.12,D
106271,h1,NDIR-SERT,2023-07-30,2023-07-30 03:01:06,3,6,0.01,6.03,0,7,2023,-6.03,D
106279,h1,NDIR-SERT,2023-07-30,2023-07-30 04:01:06,4,6.01,0.01,6.03,0,7,2023,-6.03,D
106287,h1,NDIR-SERT,2023-07-30,2023-07-30 05:01:06,5,6.4,0.01,6.16,0,7,2023,-6.16,D
106295,h1,NDIR-SERT,2023-07-30,2023-07-30 06:01:06,6,5.24,0.01,6.03,0,7,2023,-6.03,D
106303,h1,NDIR-SERT,2023-07-30,2023-07-30 07:01:05,7,5.43,1.35,4.81,0,7,2023,-4.81,D
106311,h1,NDIR-SERT,2023-07-30,2023-07-30 08:01:09,8,6.09,5.7,2.85,0.06,7,2023,-2.79,D
106319,h1,NDIR-SERT,2023-07-30,2023-07-30 09:01:06,9,10.8,8.12,0,3.52,7,2023,3.52,S
106327,h1,NDIR-SERT,2023-07-30,2023-07-30 10:01:07,10,27.26,16.3,0,9.09,7,2023,9.09,S
106335,h1,NDIR-SERT,2023-07-30,2023-07-30 11:01:06,11,24.73,15.14,0,6.82,7,2023,6.82,S
106343,h1,NDIR-SERT,2023-07-30,2023-07-30 12:01:06,12,34.62,21.34,0,7.02,7,2023,7.02,S
106351,h1,NDIR-SERT,2023-07-30,2023-07-30 13:01:06,13,13.51,10.58,0.94,4.85,7,2023,3.91,S
106359,h1,NDIR-SERT,2023-07-30,2023-07-30 14:01:04,14,19.51,14.05,0.43,3.86,7,2023,3.43,S
106367,h1,NDIR-SERT,2023-07-30,2023-07-30 15:01:05,15,19.04,14.26,0,5.88,7,2023,5.88,S
106375,h1,NDIR-SERT,2023-07-30,2023-07-30 16:01:04,16,9.38,8.83,0.1,3.08,7,2023,2.98,S
106383,h1,NDIR-SERT,2023-07-30,2023-07-30 17:01:05,17,6.24,1.97,1.53,0.2,7,2023,-1.33,D
106391,h1,NDIR-SERT,2023-07-30,2023-07-30 18:01:04,18,5.68,0.82,5.53,0,7,2023,-5.53,D
106399,h1,NDIR-SERT,2023-07-30,2023-07-30 19:01:06,19,5.76,0.01,6.59,0,7,2023,-6.59,D
106407,h1,NDIR-SERT,2023-07-30,2023-07-30 20:01:04,20,6.71,0.01,7.19,0,7,2023,-7.19,D
106415,h1,NDIR-SERT,2023-07-30,2023-07-30 21:01:05,21,6.02,0.01,7,0,7,2023,-7,D
106423,h1,NDIR-SERT,2023-07-30,2023-07-30 22:01:06,22,6.37,0.01,6.44,0,7,2023,-6.44,D
106431,h1,NDIR-SERT,2023-07-30,2023-07-30 23:01:04,23,5.59,0.01,6.28,0,7,2023,-6.28,D
106439,h1,NDIR-SERT,2023-07-31,2023-07-31 01:01:06,1,5.98,0.01,6.12,0,7,2023,-6.12,D
106447,h1,NDIR-SERT,2023-07-31,2023-07-31 02:01:04,2,5.85,0.01,5.94,0,7,2023,-5.94,D
106455,h1,NDIR-SERT,2023-07-31,2023-07-31 03:01:06,3,5.53,0.01,5.81,0,7,2023,-5.81,D
